transaction_id,customer_id,amount,transaction_type,channel,merchant_category,timestamp,status,risk_score,segment,credit_score,is_fraud
12719,159,754.12,compra,pos,alimentacao,2025-01-02 16:00:00,approved,35.54,High-Risk,505,False
18809,3542,23.39,compra,web,eletronico,2025-01-02 16:00:00,approved,97.94,Standard,646,False
3864,514,112.57,compra,web,alimentacao,2025-01-02 16:00:00,approved,80.67,Standard,590,False
11917,4371,40.36,compra,app,alimentacao,2025-01-02 17:00:00,approved,74.89,Premium,699,False
1889,6919,9.29,compra,atm,varejo,2025-01-02 17:00:00,approved,59.65,Standard,329,False
7123,7676,484.53,transferencia,app,eletronico,2025-01-02 17:00:00,approved,18.65,Premium,489,False
6765,6260,52.84,pagamento,app,viagem,2025-01-02 17:00:00,approved,67.36,Premium,713,False
16764,2932,172.28,pagamento,pos,varejo,2025-01-02 17:00:00,approved,81.06,High-Risk,837,False
8537,7735,345.66,saque,atm,alimentacao,2025-01-02 18:00:00,approved,88.18,Premium,533,False
23988,7332,32.39,saque,atm,viagem,2025-01-02 18:00:00,approved,76.56,Premium,639,False
17559,1133,22.39,compra,pos,saude,2025-01-02 18:00:00,approved,20.0,Standard,756,False
20186,7626,43.45,pagamento,pos,eletronico,2025-01-02 18:00:00,approved,60.45,Premium,533,False
17797,1295,43.26,compra,app,varejo,2025-01-02 19:00:00,approved,25.35,Standard,791,False
5226,2954,299.14,compra,web,saude,2025-01-02 19:00:00,approved,67.9,Premium,516,False
24321,2866,188.6,transferencia,app,varejo,2025-01-02 19:00:00,approved,94.54,Standard,604,False
17753,3215,70.96,saque,app,alimentacao,2025-01-02 20:00:00,approved,34.14,Standard,581,False
15995,4579,195.98,compra,web,varejo,2025-01-02 20:00:00,approved,48.3,Standard,759,False
3936,124,64.13,compra,pos,eletronico,2025-01-02 20:00:00,approved,60.29,Premium,720,False
19729,776,45.24,compra,app,servicos,2025-01-02 21:00:00,approved,29.67,Premium,702,False
19635,5124,387.2,compra,app,varejo,2025-01-02 21:00:00,declined,82.68,Premium,444,False
9852,4767,116.66,saque,atm,varejo,2025-01-02 21:00:00,approved,89.19,Premium,692,False
1671,649,68.76,compra,pos,varejo,2025-01-02 21:00:00,declined,17.76,High-Risk,315,True
18989,7374,18.59,pagamento,web,varejo,2025-01-02 22:00:00,approved,40.4,Standard,636,False
25880,7180,18.83,transferencia,web,alimentacao,2025-01-02 22:00:00,approved,23.3,Premium,628,False
3475,2856,152.29,compra,web,eletronico,2025-01-02 23:00:00,approved,27.69,Standard,614,False
18066,6436,63.61,compra,web,eletronico,2025-01-02 23:00:00,approved,92.37,Premium,737,False
18563,5496,130.99,compra,web,servicos,2025-01-02 23:00:00,approved,58.86,Premium,583,False
14299,986,73.35,saque,pos,alimentacao,2025-01-02 23:00:00,approved,26.7,Premium,622,False
3965,6294,18.77,transferencia,app,eletronico,2025-01-03 00:00:00,approved,91.77,High-Risk,678,False
25852,1033,235.57,compra,web,alimentacao,2025-01-03 00:00:00,approved,9.44,Standard,500,False
28020,6188,111.07,saque,web,varejo,2025-01-03 00:00:00,approved,23.22,Premium,564,False
26054,3233,761.72,compra,app,varejo,2025-01-03 01:00:00,declined,46.0,Standard,384,False
25563,3892,31.0,compra,web,varejo,2025-01-03 01:00:00,approved,60.38,Standard,700,False
12365,7335,125.68,compra,pos,alimentacao,2025-01-03 01:00:00,declined,29.59,Premium,499,False
12040,3799,126.72,compra,app,alimentacao,2025-01-03 01:00:00,approved,37.4,High-Risk,668,False
17284,1422,115.53,saque,pos,varejo,2025-01-03 02:00:00,approved,63.49,Standard,734,False
320,3256,79.41,pagamento,atm,varejo,2025-01-03 02:00:00,approved,42.64,Premium,658,False
13433,6164,11.38,compra,web,varejo,2025-01-03 02:00:00,approved,75.36,Standard,723,False
22094,6331,12.1,compra,atm,eletronico,2025-01-03 02:00:00,approved,81.24,Premium,768,False
16196,1109,1128.88,compra,app,alimentacao,2025-01-03 02:00:00,approved,13.3,Standard,544,False
15678,3569,43.71,pagamento,app,varejo,2025-01-03 03:00:00,approved,47.4,Premium,626,False
9419,6860,48.71,saque,pos,eletronico,2025-01-03 04:00:00,approved,49.22,Standard,770,False
28130,2220,76.41,compra,app,varejo,2025-01-03 04:00:00,approved,7.97,Premium,425,False
7272,529,100.62,compra,app,servicos,2025-01-03 05:00:00,approved,65.81,Premium,734,False
6736,4006,27.83,saque,app,saude,2025-01-03 05:00:00,approved,27.16,Premium,611,False
23497,302,49.62,transferencia,pos,eletronico,2025-01-03 05:00:00,approved,36.86,Premium,511,False
18883,1063,112.32,compra,pos,varejo,2025-01-03 06:00:00,approved,42.85,Premium,582,False
17189,5303,1090.09,compra,web,alimentacao,2025-01-03 06:00:00,approved,30.09,Premium,835,False
17896,1574,62.97,compra,pos,viagem,2025-01-03 06:00:00,approved,42.43,Premium,616,False
14073,4880,14.5,compra,web,varejo,2025-01-03 07:00:00,declined,85.86,Premium,545,False
23969,6929,29.11,compra,atm,varejo,2025-01-03 07:00:00,approved,56.87,Premium,438,False
1340,6833,24.54,transferencia,app,alimentacao,2025-01-03 08:00:00,approved,29.13,Standard,621,False
17110,779,1078.38,compra,pos,eletronico,2025-01-03 08:00:00,approved,68.57,Premium,511,False
19198,1337,23.34,compra,app,viagem,2025-01-03 08:00:00,approved,51.92,Standard,809,False
4036,3664,34.22,compra,app,eletronico,2025-01-03 08:00:00,approved,92.18,Premium,753,False
27829,1691,66.67,pagamento,app,varejo,2025-01-03 08:00:00,declined,39.09,Standard,503,False
24200,636,45.61,transferencia,app,varejo,2025-01-03 09:00:00,approved,16.77,Standard,692,False
13099,1017,284.99,compra,atm,alimentacao,2025-01-03 09:00:00,approved,50.04,Premium,627,False
961,2434,238.71,compra,pos,servicos,2025-01-03 09:00:00,approved,73.09,Premium,655,False
22102,1260,356.4,transferencia,app,eletronico,2025-01-03 10:00:00,approved,42.62,Premium,457,False
25223,3930,155.87,saque,web,varejo,2025-01-03 10:00:00,declined,63.02,Premium,377,False
14588,363,240.07,compra,atm,alimentacao,2025-01-03 11:00:00,approved,85.36,Premium,900,False
28201,326,118.48,compra,web,servicos,2025-01-03 11:00:00,approved,64.87,Standard,488,False
20675,6410,71.03,saque,pos,servicos,2025-01-03 11:00:00,approved,42.01,Standard,613,False
8332,6992,19.57,compra,web,alimentacao,2025-01-03 12:00:00,approved,67.13,Premium,387,False
15850,2527,110.71,pagamento,pos,varejo,2025-01-03 12:00:00,approved,61.78,Premium,632,False
17409,4690,60.96,saque,web,varejo,2025-01-03 12:00:00,approved,49.48,Premium,460,False
328,3443,96.6,saque,web,alimentacao,2025-01-03 13:00:00,approved,36.73,Standard,760,False
977,3621,175.76,pagamento,app,servicos,2025-01-03 13:00:00,approved,27.01,Premium,503,False
11597,2871,24.61,compra,atm,alimentacao,2025-01-03 14:00:00,approved,42.04,High-Risk,672,False
4310,2832,137.28,compra,pos,servicos,2025-01-03 14:00:00,declined,59.71,Premium,770,False
28627,3410,71.73,compra,web,varejo,2025-01-03 14:00:00,approved,59.89,Standard,821,False
17848,3236,52.34,transferencia,pos,saude,2025-01-03 14:00:00,approved,79.82,Premium,478,False
3991,5523,37.94,compra,web,eletronico,2025-01-03 15:00:00,approved,40.92,Premium,611,False
26409,3574,208.88,compra,app,eletronico,2025-01-03 15:00:00,approved,41.32,Premium,868,False
26046,6476,144.74,compra,pos,varejo,2025-01-03 15:00:00,approved,32.28,Standard,798,False
13959,3538,65.91,pagamento,atm,varejo,2025-01-03 15:00:00,approved,27.45,Premium,614,False
9574,4061,81.53,compra,web,alimentacao,2025-01-03 15:00:00,declined,34.53,Premium,575,False
8879,7104,18.83,transferencia,atm,varejo,2025-01-03 16:00:00,approved,69.07,Premium,392,False
15588,358,42.18,compra,app,servicos,2025-01-03 16:00:00,approved,30.75,Premium,701,False
21924,7704,99.21,compra,app,eletronico,2025-01-03 17:00:00,approved,11.41,Premium,641,False
1967,1959,112.73,compra,web,varejo,2025-01-03 18:00:00,approved,67.05,Premium,708,False
8667,5536,449.61,compra,web,alimentacao,2025-01-03 18:00:00,approved,61.95,Standard,619,False
29513,7788,8.17,saque,web,alimentacao,2025-01-03 18:00:00,approved,10.9,Standard,793,False
28380,3952,193.21,saque,pos,saude,2025-01-03 18:00:00,approved,61.28,High-Risk,661,False
26148,5802,345.75,compra,app,alimentacao,2025-01-03 19:00:00,approved,32.01,Premium,596,False
17549,3942,10.65,compra,app,varejo,2025-01-03 19:00:00,approved,51.79,Premium,570,False
10221,5738,225.75,pagamento,app,alimentacao,2025-01-03 19:00:00,approved,98.76,Premium,667,False
12298,7324,76.47,compra,web,alimentacao,2025-01-03 19:00:00,approved,77.67,Standard,646,False
7458,806,13.85,transferencia,pos,varejo,2025-01-03 19:00:00,approved,12.8,Standard,649,False
12307,4580,13.65,transferencia,pos,varejo,2025-01-03 19:00:00,approved,46.07,Standard,708,False
13932,645,27.82,transferencia,web,varejo,2025-01-03 20:00:00,approved,55.36,Premium,792,False
9822,3033,290.55,compra,atm,servicos,2025-01-03 20:00:00,approved,95.16,Standard,424,False
25980,7960,198.63,transferencia,app,viagem,2025-01-03 20:00:00,approved,38.76,Premium,601,False
2984,1669,210.93,saque,pos,alimentacao,2025-01-03 20:00:00,approved,68.23,Standard,638,False
22129,7187,59.71,saque,web,servicos,2025-01-03 20:00:00,approved,16.09,Standard,784,False
14707,6530,49.52,compra,atm,servicos,2025-01-03 20:00:00,approved,67.93,Premium,820,False
10612,2005,31.13,compra,app,viagem,2025-01-03 21:00:00,approved,7.08,Premium,580,False
23249,718,59.11,compra,app,eletronico,2025-01-03 21:00:00,approved,81.5,Premium,525,False
12031,611,158.94,compra,web,servicos,2025-01-03 21:00:00,approved,95.18,Premium,779,False
17535,7066,133.56,compra,app,varejo,2025-01-03 21:00:00,approved,25.0,Premium,714,False
4751,2170,6.82,compra,app,eletronico,2025-01-03 21:00:00,approved,46.51,Premium,702,False
16720,1759,125.78,transferencia,atm,saude,2025-01-03 21:00:00,declined,44.38,Premium,725,False
25340,5616,25.4,compra,atm,alimentacao,2025-01-03 21:00:00,approved,28.0,Standard,744,False
1589,3055,52.16,compra,web,saude,2025-01-03 21:00:00,approved,20.22,Premium,886,False
1698,6719,20.1,transferencia,web,viagem,2025-01-03 21:00:00,approved,62.45,Standard,422,False
18339,6257,43.33,saque,atm,saude,2025-01-03 21:00:00,approved,6.96,Standard,486,False
8372,6252,216.22,compra,atm,alimentacao,2025-01-03 22:00:00,approved,18.72,Premium,701,False
7592,781,5.0,saque,web,varejo,2025-01-03 22:00:00,approved,85.18,Premium,724,False
8187,2734,120.03,compra,web,varejo,2025-01-03 22:00:00,approved,24.25,Premium,839,False
15273,2418,99.12,saque,pos,varejo,2025-01-03 22:00:00,approved,77.91,Standard,614,False
26533,7800,43.87,compra,web,servicos,2025-01-03 22:00:00,approved,27.98,High-Risk,744,False
11567,4344,202.38,compra,pos,servicos,2025-01-03 23:00:00,approved,78.18,High-Risk,900,False
5436,2998,170.84,compra,app,alimentacao,2025-01-03 23:00:00,approved,95.42,Standard,603,False
26810,3514,49.44,saque,atm,varejo,2025-01-03 23:00:00,approved,20.26,Standard,680,False
8871,717,237.07,transferencia,app,eletronico,2025-01-03 23:00:00,declined,31.08,High-Risk,502,True
26298,7888,35.57,saque,web,servicos,2025-01-04 00:00:00,approved,15.22,Premium,710,False
25148,4119,156.13,transferencia,web,eletronico,2025-01-04 00:00:00,approved,45.27,Premium,567,False
913,5854,254.08,compra,web,varejo,2025-01-04 01:00:00,approved,65.12,Standard,635,False
4453,2605,21.81,compra,pos,saude,2025-01-04 02:00:00,approved,98.58,Standard,875,False
3290,4576,214.87,pagamento,app,viagem,2025-01-04 02:00:00,approved,12.89,Standard,687,False
6973,3275,59.97,compra,app,saude,2025-01-04 02:00:00,approved,92.75,Standard,500,False
14091,6525,22.59,saque,pos,saude,2025-01-04 03:00:00,approved,82.06,Premium,613,False
4090,754,104.34,compra,app,saude,2025-01-04 03:00:00,approved,83.18,Standard,573,False
26586,6272,74.05,transferencia,web,eletronico,2025-01-04 03:00:00,approved,1.18,Standard,567,False
28887,2306,119.65,saque,web,varejo,2025-01-04 04:00:00,approved,58.04,Premium,601,False
19827,117,120.13,transferencia,app,eletronico,2025-01-04 04:00:00,approved,41.63,Premium,427,False
11351,6076,89.33,compra,app,varejo,2025-01-04 04:00:00,declined,24.46,Standard,749,True
6453,7252,153.07,compra,web,varejo,2025-01-04 05:00:00,declined,90.79,High-Risk,633,True
1763,924,44.62,compra,web,varejo,2025-01-04 05:00:00,approved,86.86,Premium,595,False
17417,2505,28.99,compra,pos,alimentacao,2025-01-04 05:00:00,approved,7.73,Premium,591,False
7906,7209,23.3,compra,app,saude,2025-01-04 06:00:00,declined,44.47,Premium,856,False
3403,3009,44.6,compra,pos,eletronico,2025-01-04 06:00:00,declined,92.42,Standard,667,False
15925,2955,9.99,compra,app,servicos,2025-01-04 06:00:00,approved,19.37,High-Risk,423,False
15576,6592,169.21,compra,pos,alimentacao,2025-01-04 06:00:00,approved,20.25,Standard,500,False
6172,4794,120.06,saque,pos,varejo,2025-01-04 07:00:00,declined,79.29,Standard,754,False
5417,7122,9.09,saque,app,varejo,2025-01-04 07:00:00,approved,3.07,Premium,609,False
9028,3256,119.06,transferencia,pos,servicos,2025-01-04 07:00:00,approved,84.41,Premium,639,False
29523,6699,256.51,compra,app,varejo,2025-01-04 08:00:00,approved,75.5,Premium,637,False
